SSC_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
SSC50685,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,10,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,35,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,3,0,4,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,23,3,26,0,6,0,4,0,6,0,6,0,3,0,3,0,0,0,0,0,4,0,4,0,3,0,9,0,15,3,17,0,7,0,6,0,3,0,3,0,7,0,7,0,0,0,0,0,52,8,60
SSC50686,0,3,0,3,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,3,4,0,9,0,11,0,4,0,4,0,0,0,0,0,0,0,0,0,28,6,37,0,3,0,3,0,4,0,8,0,3,0,3,0,0,0,3,0,6,0,6,0,3,0,3,0,3,0,3,0,6,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,27,3,34,0,6,0,6,0,8,3,11,0,3,0,7,0,4,0,8,0,10,0,10,0,4,0,9,0,7,3,7,0,16,0,17,0,3,0,3,0,0,0,0,0,0,0,0,0,56,8,69
SSC50687,0,3,0,3,0,7,0,8,0,0,0,0,0,3,0,3,0,21,4,19,0,24,4,25,0,17,3,17,0,6,0,7,0,8,0,11,0,3,0,3,0,3,0,3,3,83,11,101,0,4,0,4,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,4,0,7,0,7,0,9,4,16,0,4,0,4,0,3,0,3,0,4,0,3,0,0,0,0,0,40,5,47,0,5,0,4,0,14,0,11,0,0,0,0,0,5,0,4,0,23,7,24,0,26,4,31,0,26,5,28,0,11,0,13,0,10,0,16,0,6,0,5,0,5,0,5,3,129,19,149
SSC50688,0,13,7,16,0,23,3,28,0,12,0,14,0,7,0,10,0,22,4,30,0,17,3,24,0,19,3,23,0,23,3,30,0,15,3,18,0,6,0,9,0,4,0,4,0,159,34,196,0,14,4,12,0,14,3,19,0,6,0,6,0,3,3,6,0,17,8,25,0,20,0,25,0,19,3,22,0,21,3,26,0,6,0,8,0,3,0,4,0,0,0,0,3,132,25,155,0,22,10,36,0,40,5,49,0,14,0,13,0,13,4,16,0,43,10,50,0,43,4,47,0,37,9,47,0,48,6,51,0,19,5,30,0,6,4,13,0,4,0,4,3,292,59,356
SSC50689,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,3,3,10,0,6,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,20,10,28,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,7,18,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,7,6,7,0,6,0,7,0,3,0,3,0,6,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,31,16,50
SSC50690,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,4,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,22,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,6,0,6,0,3,0,3,0,3,0,3,0,0,0,0,0,6,0,10,0,5,0,5,0,8,0,11,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,0,0,43,3,45
SSC50691,0,96,7,99,7,166,6,187,0,102,5,105,3,80,0,84,0,145,12,158,3,156,13,173,0,206,15,226,3,106,10,120,0,38,0,38,0,14,0,14,3,0,0,3,23,1106,79,1207,0,88,4,95,3,188,15,208,0,109,5,118,0,82,9,88,3,178,17,193,3,176,12,188,3,238,13,256,3,104,6,108,0,37,0,40,0,8,0,11,0,0,0,3,16,1209,84,1317,0,183,14,194,14,354,24,393,0,215,8,224,3,162,10,172,3,318,27,351,3,332,26,367,3,448,32,483,6,208,17,228,0,78,0,79,0,18,0,22,0,0,0,4,42,2323,162,2519
SSC50692,0,3,3,3,0,3,0,3,0,0,0,0,0,6,0,6,0,5,0,5,0,0,0,0,0,4,0,11,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,32,9,39,0,3,3,5,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,8,0,3,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,32,0,9,4,7,0,6,0,7,0,0,0,3,0,5,0,5,0,8,3,8,0,8,0,10,0,10,4,17,0,12,0,12,0,0,0,3,0,3,0,3,0,0,0,0,0,64,10,78
SSC50693,0,0,0,4,0,8,3,12,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,5,0,14,0,14,0,11,0,11,0,5,0,5,0,3,0,3,0,0,0,0,0,49,5,57,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,4,0,9,0,8,0,6,0,6,0,6,0,4,0,10,0,4,0,3,0,3,0,3,0,0,0,0,0,51,3,57,0,3,0,7,0,25,3,22,0,0,0,0,0,0,0,0,0,10,5,12,0,15,3,19,0,20,0,20,0,14,0,21,0,7,0,11,0,4,0,4,0,0,0,0,3,104,10,111
SSC50694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,5,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,23,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,4,0,13,0,13,0,13,0,13,0,3,0,3,0,0,0,0,0,0,0,0,0,38,0,41
SSC50695,0,18,0,18,0,45,0,43,0,18,0,16,0,37,3,39,0,83,8,92,0,56,3,60,0,54,9,64,0,51,6,56,3,65,5,79,15,63,6,87,26,21,9,57,48,518,47,608,0,25,0,21,0,30,0,32,0,18,0,21,0,41,0,44,0,99,10,108,0,64,0,64,0,63,7,68,3,58,3,69,8,84,8,97,31,112,8,147,71,37,8,113,116,630,49,794,0,37,0,44,0,78,0,76,0,36,0,36,0,82,4,88,0,183,12,202,0,120,5,129,4,117,16,131,3,107,10,120,10,148,14,177,53,178,15,241,94,56,14,164,166,1150,91,1402
SSC50696,4,227,12,237,17,363,24,409,11,263,15,294,12,534,29,575,11,850,72,930,9,482,34,532,15,563,37,614,16,491,34,546,23,240,32,289,24,101,13,142,31,23,6,59,172,4130,316,4615,0,172,15,186,10,341,19,374,5,302,19,324,3,470,39,510,11,728,34,766,12,499,32,540,17,584,34,632,17,455,31,496,26,268,32,322,55,109,28,191,82,23,15,126,233,3952,293,4476,5,394,24,424,32,706,39,782,12,573,36,616,12,1002,70,1084,20,1572,102,1695,21,984,70,1068,25,1147,77,1246,32,943,66,1039,44,510,58,613,81,211,41,333,116,49,22,188,403,8082,605,9090
SSC50697,0,142,9,149,8,154,8,170,0,52,0,57,3,116,13,129,5,539,49,589,4,365,27,399,5,247,17,260,5,188,17,204,13,105,10,128,20,61,8,88,28,24,5,59,92,1989,156,2239,4,155,3,162,0,175,7,185,0,61,4,66,0,123,8,130,3,593,50,647,8,367,29,405,14,272,12,306,9,219,15,249,17,161,15,192,34,89,20,148,50,46,16,112,134,2272,189,2596,5,293,16,314,12,324,23,355,0,109,5,116,3,239,21,264,9,1135,91,1237,13,734,53,801,17,520,27,567,20,405,34,458,30,265,31,319,53,153,27,236,74,74,20,168,228,4262,344,4836
SSC50698,0,9,0,5,0,19,0,19,0,11,0,11,0,5,0,5,0,5,0,5,0,13,3,14,3,26,3,33,0,29,5,33,6,30,3,35,0,11,0,13,0,0,0,0,10,153,11,172,0,6,0,6,0,15,4,14,0,6,0,10,0,3,0,3,0,7,0,7,3,9,0,13,0,38,3,41,4,27,4,34,0,21,0,27,0,11,0,13,0,0,0,0,11,141,18,165,0,14,0,13,0,31,4,32,0,18,0,17,0,7,0,7,0,13,0,13,0,27,3,29,3,64,3,69,3,52,4,63,8,48,8,60,0,22,3,20,0,0,0,3,18,292,32,341
SSC50699,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,49,12,62,0,51,5,58,0,36,10,44,0,19,0,19,0,3,0,3,0,0,0,0,0,0,0,0,0,159,30,190,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,11,0,8,0,6,0,10,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,57,12,74,0,60,9,69,0,38,12,48,0,22,0,22,0,3,0,3,0,0,0,0,0,0,0,0,0,196,31,228
SSC50700,0,38,3,48,0,94,3,95,0,35,0,39,0,21,0,20,0,71,9,85,0,102,6,108,6,103,13,123,3,131,17,156,4,118,14,136,7,52,5,66,3,9,0,8,36,778,83,894,0,43,9,50,0,82,10,92,0,29,7,35,0,27,3,28,0,79,13,93,0,92,5,96,3,103,13,122,3,137,16,155,11,103,14,120,6,52,3,65,7,6,6,17,34,747,90,867,0,85,10,95,0,173,11,188,0,65,3,78,0,43,3,52,4,147,26,173,3,190,12,207,10,207,28,242,7,267,32,311,15,220,27,260,12,105,9,125,6,11,7,28,63,1527,167,1761
SSC50701,0,5,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,17,0,24,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,20,0,19,0,9,0,9,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,9,0,7,0,5,0,3,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,37,0,43
SSC50702,3,128,13,142,14,391,11,419,11,219,14,234,7,167,16,185,4,227,23,256,6,355,26,388,7,452,18,478,13,397,26,440,19,426,28,478,33,209,24,262,27,48,8,81,145,3019,206,3368,0,157,10,174,3,341,11,359,0,211,7,218,4,151,12,170,4,245,22,270,10,387,17,415,6,477,27,514,12,446,34,483,29,446,26,506,44,293,27,368,44,67,20,129,158,3216,219,3604,3,283,26,313,19,731,24,776,11,426,21,456,9,321,28,358,7,473,49,529,13,740,48,805,22,924,49,998,24,843,61,927,52,876,56,979,78,499,53,630,69,116,24,212,305,6235,429,6970
SSC50703,0,9,0,9,0,12,0,11,0,0,0,0,0,5,0,6,0,11,4,17,0,18,4,25,0,9,0,11,0,15,4,16,0,5,0,8,0,3,0,3,0,0,0,0,8,88,15,108,0,7,0,10,0,11,0,11,0,3,0,3,0,0,3,3,0,8,0,12,0,12,0,17,0,13,0,8,0,8,0,8,0,4,0,4,0,3,0,3,0,0,0,0,0,71,7,76,0,16,3,18,0,23,0,25,0,9,0,4,0,5,4,10,0,15,7,25,0,32,3,38,0,18,0,23,0,24,4,27,0,13,0,18,0,5,0,5,0,0,0,0,8,164,21,187
SSC50704,0,18,6,26,3,77,7,90,0,29,0,35,0,34,3,42,0,52,9,59,0,60,6,67,5,100,15,121,4,142,20,168,10,119,22,147,7,35,9,45,0,9,0,10,32,670,100,800,0,17,3,22,0,76,6,85,0,31,5,32,0,23,7,33,0,49,9,59,3,90,9,98,0,114,16,122,7,116,11,132,6,90,16,117,4,32,5,41,3,3,3,6,26,648,91,759,0,33,8,45,3,154,15,175,3,55,3,65,3,64,15,73,0,104,22,120,3,150,16,170,8,212,25,244,9,261,31,300,11,213,36,268,6,65,10,85,4,13,3,19,56,1320,186,1557
SSC50705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50706,0,12,0,12,4,66,0,66,0,46,0,50,0,12,0,12,0,21,0,21,0,32,5,38,0,53,3,53,3,51,12,64,3,59,3,63,0,10,0,10,3,0,0,3,11,356,21,394,0,8,3,6,0,76,7,83,0,61,4,67,0,6,0,5,0,19,3,23,0,36,0,35,0,56,3,59,5,57,8,64,3,38,3,47,0,6,0,6,4,3,0,4,7,368,32,408,0,22,3,26,6,140,7,151,3,103,4,109,0,17,0,20,0,38,3,43,0,68,5,76,0,109,5,116,8,107,15,128,6,102,3,111,0,13,0,13,5,3,0,12,21,732,48,806
SSC50707,0,123,9,133,4,174,14,192,4,81,5,89,3,185,20,206,3,391,69,459,7,246,32,287,3,260,45,311,9,181,31,224,8,113,15,133,10,39,3,50,6,8,0,13,63,1798,242,2107,3,112,12,126,3,195,11,205,4,93,16,105,0,144,16,164,4,322,37,367,3,219,21,248,8,196,27,230,6,150,28,184,11,64,9,87,22,35,13,68,13,7,0,18,77,1529,189,1798,3,238,20,264,6,364,25,400,10,170,23,202,3,328,40,364,12,712,108,823,12,459,56,528,10,455,72,541,19,329,57,409,21,175,18,219,30,71,17,123,18,13,0,36,140,3328,434,3901
SSC50708,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,9,0,9,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,32,0,32,0,4,0,4,0,9,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,9,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,36,0,3,0,3,0,16,0,16,0,3,0,3,0,0,0,0,0,3,0,3,0,9,0,9,0,12,0,12,0,15,0,15,0,4,0,4,0,0,0,0,0,0,0,0,0,65,0,64
SSC50709,0,107,6,118,5,351,10,368,4,174,13,193,0,145,12,152,3,213,21,232,0,261,24,280,7,371,33,409,8,297,16,320,17,273,14,309,9,69,6,82,18,22,4,45,75,2272,157,2508,0,105,9,114,7,298,18,328,4,169,7,181,0,146,10,161,3,227,18,255,4,300,28,332,5,391,31,432,10,356,23,387,11,276,23,304,17,92,9,117,22,37,3,65,86,2401,182,2670,0,211,14,228,11,644,28,691,10,345,25,380,3,290,23,316,6,445,39,485,5,558,46,612,14,764,65,844,17,651,33,704,28,552,38,611,29,158,16,204,43,57,7,112,164,4677,342,5177
SSC50710,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,7,0,3,0,3,0,12,3,14,0,3,0,3,0,0,0,0,0,0,0,0,0,37,5,45,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,4,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,29,0,3,0,3,0,12,0,10,0,0,0,0,0,0,0,0,0,5,0,5,0,12,0,13,0,13,0,13,0,18,3,24,0,0,0,0,0,3,0,3,0,0,0,0,0,70,5,74
SSC50711,0,19,3,20,0,31,3,36,0,14,0,15,0,23,0,29,0,36,0,36,0,29,0,27,0,13,0,13,0,8,0,8,3,4,0,5,0,0,0,0,0,0,0,0,4,177,6,185,0,15,4,24,0,44,0,44,0,22,0,27,0,23,3,22,0,37,3,43,0,26,0,26,3,23,3,25,3,9,0,14,4,0,0,3,0,0,0,0,0,0,0,0,9,206,15,225,0,38,5,40,0,77,3,75,0,42,0,42,0,50,3,49,0,68,3,75,0,57,0,57,3,35,3,38,3,19,0,25,4,4,0,9,0,0,0,0,0,0,0,0,12,378,17,412
SSC50712,0,24,8,35,4,39,6,48,0,21,3,19,0,15,6,19,0,69,28,91,0,57,22,78,0,48,19,73,0,35,13,46,3,10,0,18,3,4,0,7,0,0,0,0,18,316,109,437,0,19,6,24,0,43,10,49,3,16,3,23,0,13,3,20,0,54,14,67,0,46,5,48,0,33,3,41,3,28,3,37,0,10,0,12,0,3,0,3,0,0,0,0,10,261,42,309,0,39,13,52,4,85,16,98,3,35,6,41,0,26,16,40,0,123,36,158,3,99,24,128,0,84,22,111,5,63,15,83,3,22,0,24,4,4,0,12,0,0,0,0,24,578,149,750
SSC50713,0,71,4,78,3,131,15,148,0,45,12,56,0,43,4,44,3,119,26,145,0,109,7,118,3,124,17,147,0,79,9,91,5,43,5,54,0,7,0,13,0,0,0,0,21,772,104,895,0,89,8,97,0,133,18,149,0,60,7,61,0,51,0,57,0,143,13,153,3,100,18,123,4,102,19,125,0,69,12,78,4,26,7,34,0,8,3,13,0,0,0,3,17,778,100,892,0,156,18,171,3,261,33,298,0,107,14,119,0,94,6,99,4,261,37,301,3,207,25,234,6,229,32,271,5,152,19,174,7,74,13,90,4,18,4,19,0,0,0,3,38,1552,203,1789
SSC50714,0,7,0,7,0,24,0,22,0,9,0,9,0,3,0,3,0,9,0,12,0,17,0,20,0,25,4,26,0,34,0,34,4,47,3,46,0,8,3,16,0,0,0,0,4,185,15,202,0,7,0,7,0,34,3,35,0,6,0,8,0,3,0,3,0,11,4,17,0,26,3,26,0,21,3,28,0,45,4,47,3,36,0,40,0,7,0,8,0,0,0,3,10,201,11,226,0,14,0,19,0,60,4,62,0,21,0,21,0,3,0,5,0,21,3,26,0,41,0,48,0,46,5,55,3,76,5,84,3,78,0,87,3,18,3,24,0,0,0,3,16,385,31,430
SSC50715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10
SSC50716,0,3,0,3,0,20,0,19,0,10,0,16,0,0,0,0,0,4,0,3,0,13,0,12,3,17,4,19,4,27,0,37,0,22,0,25,0,4,0,6,0,0,0,0,11,123,10,144,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,13,0,11,0,27,0,25,3,21,0,23,0,3,0,3,0,0,0,0,6,95,3,104,0,3,0,3,0,29,0,28,0,17,0,19,0,3,0,3,0,7,0,10,0,27,0,28,0,31,3,32,4,55,3,58,7,39,0,50,3,7,0,13,0,0,0,3,19,212,12,241
SSC50717,0,3,0,6,0,0,3,8,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,3,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,18,9,29,0,3,0,5,0,3,3,4,0,0,5,9,0,0,0,0,0,3,3,8,0,9,0,5,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,26,13,38,0,10,0,12,0,3,6,11,0,4,7,10,0,0,0,0,0,5,9,13,0,7,3,14,0,0,0,3,0,8,0,8,0,9,0,9,0,0,0,0,0,0,0,0,0,42,24,67
SSC50718,0,45,3,50,0,79,0,79,0,118,5,120,0,209,10,227,3,179,12,195,3,86,10,97,8,80,3,92,6,70,12,89,14,40,3,61,4,17,0,20,3,6,3,7,42,930,63,1033,0,33,5,32,3,74,4,84,0,123,7,132,3,187,6,196,0,139,7,146,7,96,8,113,8,78,3,92,7,93,11,114,11,64,8,82,5,21,3,28,6,3,0,11,44,916,65,1026,0,76,8,79,3,152,4,161,3,238,15,252,4,396,22,422,3,319,19,340,8,179,20,205,14,162,12,184,16,170,21,204,23,103,10,138,7,34,7,50,9,9,3,20,91,1838,133,2061
SSC50719,3,177,12,193,16,392,21,424,8,291,4,302,5,364,19,392,4,596,45,643,7,472,32,510,9,486,29,533,8,604,33,653,26,386,21,431,25,170,13,206,22,23,3,53,142,3969,222,4329,4,164,8,176,3,392,18,416,4,263,8,278,5,339,8,350,10,538,25,573,9,487,22,523,20,592,23,634,15,628,31,680,26,385,29,444,41,179,16,237,46,46,5,99,174,4025,204,4402,5,342,18,370,19,785,38,844,9,555,11,578,6,708,27,745,17,1133,71,1217,18,961,49,1031,25,1084,55,1163,24,1240,68,1327,60,774,43,878,65,347,26,437,67,73,7,144,319,7990,424,8730
SSC50720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,3,0,3,4,6,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,4,0,3,0,7,7,15,0,12,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,46
SSC50721,0,4,0,4,0,0,0,3,0,3,0,4,0,0,0,0,0,3,0,7,0,3,0,3,0,7,0,7,5,7,0,15,0,3,0,7,0,4,0,4,0,0,0,0,4,42,3,52,0,3,0,3,0,4,0,4,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,4,0,11,0,10,0,4,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,39,0,37,0,6,0,6,0,8,0,8,0,3,0,4,0,3,0,3,0,11,0,11,0,11,0,11,0,21,0,21,5,11,0,17,0,5,0,8,0,3,0,4,0,0,0,0,4,83,9,93
SSC50722,0,5,0,13,0,15,6,18,0,4,0,6,0,0,0,0,0,21,4,26,0,4,0,4,0,11,5,19,0,10,0,10,0,4,0,6,0,0,0,0,0,0,0,0,0,76,22,96,0,11,3,12,0,5,3,10,0,0,0,0,0,11,0,13,0,14,6,22,0,4,3,5,0,10,0,8,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,82,0,14,3,22,0,20,6,23,0,5,0,6,0,12,3,13,0,36,14,51,0,14,3,13,0,21,6,27,0,13,3,18,0,4,0,6,0,0,0,0,0,0,0,0,0,133,39,177
SSC50723,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,5,0,9,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,27,0,27
